지점,지점명,일시,최저기온(°C),최고기온(°C),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위)
257,양산시,2015,-7.6,37.4,2355.2,52.93,5379.43,2.4,230
257,양산시,2016,-10.5,37.5,2165.5,48.56,3623.6,2.3,230
257,양산시,2017,-8.5,38.7,2468.5,55.47,3987.01,2.3,230
257,양산시,2018,-11.1,39.1,2282.9,51.3,2804.91,2.3,230
257,양산시,2019,-6,36.9,2264.7,50.89,3207.56,2.1,230
257,양산시,2020,-8.2,37.8,2131.8,47.8,5246.76,2.2,230
257,양산시,2021,-10.9,37.8,2131.7,47.9,5481.33,2.2,230
257,양산시,2022,-7,35.8,2232.8,50.42,5593.09,2.2,230
257,양산시,2023,-10.6,37.4,2163.7,48.78,5283.22,2,230
257,양산시,2024,-6.8,39.3,2063.5,46.27,5362.43,2.1,230
258,보성군,2010,-7.5,33.7,1905.4,46.9,4842.86,,270
258,보성군,2011,-9.5,35.7,2323.6,52.22,5538.65,3.3,270
258,보성군,2012,-9.9,35.1,2216.2,49.7,5396.77,3.1,270
258,보성군,2013,-9.8,36.7,2461.1,55.3,5773.6,2.9,270
258,보성군,2014,-8.9,34.1,2215.5,49.77,5383.44,2.7,270
258,보성군,2015,-6.8,34.8,2212.9,49.73,5408.94,2.7,270
258,보성군,2016,-9.6,36.1,2263.3,50.87,4308.9,2.5,270
258,보성군,2017,-8.7,35.5,2569.3,57.74,4465.38,1.7,290
258,보성군,2018,-11.6,36.2,2502,56.21,3412.02,,290
258,보성군,2019,-8.3,35.1,2498.2,56.14,3517.16,3,290
258,보성군,2020,-7.6,35.1,2231.1,50.03,5478.84,3.2,290
258,보성군,2021,-11.9,35.1,2348.6,52.78,5776.85,3,290
258,보성군,2022,-9.1,34.2,2402.7,54.14,5906.41,3.1,290
258,보성군,2023,-11.6,36.4,2245.8,50.46,5529.35,2.6,290
258,보성군,2024,-5.5,36.3,2254.8,50.56,5639.98,,290
259,강진군,2009,-8,18.1,255,49.57,461.7,,340
259,강진군,2010,-9.8,33.8,1950.7,43.83,5954.77,2.7,320
259,강진군,2011,-11.1,35,2131.5,47.89,7148.98,2.7,320
259,강진군,2012,-10.6,34.8,2129.7,47.76,3804.88,2.9,320
259,강진군,2013,-10.7,35.8,2523.4,56.7,4504.89,2.7,320
259,강진군,2014,-8.9,33.3,2254.2,50.65,6812.97,2.4,320
259,강진군,2015,-6.6,34,2208.9,49.63,5091.35,2.4,320
259,강진군,2016,-9.5,37,2143.4,48.06,3791.26,2.3,320
259,강진군,2017,-7.3,37,2367.3,53.88,4629.84,2.3,320
259,강진군,2018,-12.7,37.4,2348.3,52.76,3858.51,2.4,320
259,강진군,2019,-6,35,2306,51.82,5164.77,2.2,320
259,강진군,2020,-7.6,34.3,2196.6,49.25,4965.57,2.2,320
259,강진군,2021,-14.3,35.2,2103.1,47.37,5436.5,1.8,90
259,강진군,2022,-7.8,35,2182.3,49.03,5642.63,1.8,320
259,강진군,2023,-14.9,36.6,1999.4,45.03,5180.36,1.6,320
259,강진군,2024,-5.9,37,2013.5,45.26,5260.71,1.6,90
260,장흥,1974,-9.8,33.6,2401.3,54.19,11191.79,2.2,320
260,장흥,1975,-10.1,34.6,2284.3,51.55,4677.21,2,360
260,장흥,1976,-12.1,32.7,2022.5,45.51,9111.51,2,140
260,장흥,1977,-13.4,36.1,2083.1,47.01,10541.46,1.8,320
260,장흥,1978,-9.9,35.2,2313.1,52.2,11216.61,1.9,320
260,장흥,1979,-11.2,34.5,2194.4,49.52,10080.44,1.8,320
260,장흥,1980,-10.2,32.5,1959.7,44.12,9165.86,1.9,320
260,장흥,1981,-12.4,37.2,2160.3,48.76,9484.98,1.9,320
260,장흥,1982,-13.2,34.5,2173,49.04,3164.79,1.5,320
260,장흥,1983,-12,38.3,2065.5,46.44,,1.5,320
260,장흥,1984,-11.8,36.4,2111.2,47.37,,1.5,320
260,장흥,1985,-12.8,36.3,1949.3,43.84,,1.5,140
260,장흥,1986,-10.8,34.4,2052.1,46.15,,1.3,320
260,장흥,1987,-9,33.1,1825.2,41.04,,1.3,320
260,장흥,1988,-10.6,35.3,1980.5,44.43,,1.4,320
260,장흥,1989,-9.9,33.7,1755.5,39.48,,1.3,320
260,장흥,1990,-15.5,38,1817.1,40.86,,1.3,320
260,장흥,1991,-11.5,34.1,2116.2,47.59,,1.1,320
260,장흥,1992,-7.9,34.1,2203.7,49.44,,1.4,320
260,장흥,1993,-9.5,31.9,1798.1,40.44,,1.5,320
260,장흥,1994,-11,38.7,2282.7,51.33,,1.5,340
260,장흥,1995,-10.2,34.1,2279.5,51.26,,1.9,290
260,장흥,1996,-12,33.9,2034.5,45.65,,1.9,110
260,장흥,1997,-13.1,34.5,2109.8,47.45,,2.1,110
260,장흥,1998,-9.9,32.1,1911.5,42.99,,2.1,320
260,장흥,1999,-9.3,32.1,1944.5,43.72,,2.1,360
260,장흥,2000,-10.1,34.1,2043.4,48.71,,2.2,360
260,장흥,2001,-11.9,33.2,2930.7,65.9,,2,340
260,장흥,2002,-8.6,32.7,2505.1,56.3,,2.1,340
260,장흥,2003,-11.1,32,2264.2,50.88,,2.3,340
260,장흥,2004,-12.5,35.4,2511.3,56.31,,2.2,320
260,장흥,2005,-10.8,34,2413.4,54.23,,2.3,340
260,장흥,2006,-10.6,35.5,1892.8,42.54,,2.1,340
260,장흥,2007,-9.3,34,1903.1,42.77,,2.2,360
260,장흥,2008,-9.2,34.5,1968.2,44.13,,2.3,340
260,장흥,2009,-12.1,33.3,2052.1,46.11,,2.5,340
260,장흥,2010,-11.8,34.7,1821.1,40.92,,2.6,360
260,장흥,2011,-13.1,36.1,2040.3,45.86,,2.5,160
260,장흥,2012,-11.5,35.3,1903,42.67,,2.3,320
260,장흥,2013,-11.6,36.6,2128.3,47.83,,2.1,20
260,장흥,2014,-10.2,33.2,1956.4,43.97,,2,20
260,장흥,2015,-8,35.3,2020.6,45.41,0,1.9,340
260,장흥,2016,-10.5,36.2,2096.1,47,,1.8,340
260,장흥,2017,-8.8,35.6,2337.3,52.53,,1.8,340
260,장흥,2018,-13.2,36.8,2152.3,48.37,,1.8,340
260,장흥,2019,-8.2,34.5,2280.1,51.24,,1.8,340
260,장흥,2020,-9.3,34.4,2198.6,49.3,,1.7,340
260,장흥,2021,-15.3,34.5,2332.5,52.42,,1.6,340
260,장흥,2022,-9.5,33.9,2411.3,54.19,,1.7,340
260,장흥,2023,-12.9,35.9,2233.9,50.2,,1.5,340
260,장흥,2024,-8,35.8,2240.1,50.23,,1.5,340
261,해남,1974,-9.1,33.9,2749.7,62.9,8276.17,1.9,140
261,해남,1975,-9.4,35,2581.1,59.71,4421.54,2,320
261,해남,1976,-12.7,32.7,2364.3,53.22,,2,320
261,해남,1977,-14.5,35.9,2255.1,50.9,9693.25,1.8,90
261,해남,1978,-9.3,35.8,2485.3,56.09,9849.73,1.9,320
261,해남,1979,-9.1,35.2,2251.1,50.81,8846.85,1.8,90
261,해남,1980,-8.9,30.4,2364.7,53.23,8772.15,1.8,340
261,해남,1981,-10.6,35.2,2655.7,59.94,9207.31,1.8,320
261,해남,1982,-10.9,33.7,2728.3,61.58,3585.32,1.6,90
261,해남,1983,-9.8,36,2567.5,57.74,,1.6,320
261,해남,1984,-11.6,35,2665,59.8,,1.6,90
261,해남,1985,-11.3,35.7,2396.5,53.9,,1.7,90
261,해남,1986,-9.3,34,2425.8,54.55,,1.9,320
261,해남,1987,-8,32.8,2320.6,52.18,,2.1,320
261,해남,1988,-8.6,34.7,2510,56.32,.17,2.1,340
261,해남,1989,-8.7,32.6,2317.5,52.13,,1.9,290
261,해남,1990,-13.7,34.8,2317.2,52.11,,2.3,290
261,해남,1991,-8.7,34.6,2279.4,51.26,,2.2,320
261,해남,1992,-7.4,32.4,2386.2,53.54,,2.3,320
261,해남,1993,-9.6,30.3,1959,44.06,,1.5,320
261,해남,1994,-10.8,36.6,2274.3,51.15,,2.3,290
261,해남,1995,-8.6,33.4,2314,52.04,,2.3,290
261,해남,1996,-10.9,34.4,2120.9,47.59,,2.2,320
261,해남,1997,-10.3,34,2223.5,50.01,,2.3,290
261,해남,1998,-9.9,32.2,1912.7,43.02,,2.5,290
261,해남,1999,-10.2,32.6,2093.3,47.08,,2.4,90
261,해남,2000,-8.3,34,1773,52.4,,2.5,290
261,해남,2001,-12,35.5,3313.8,74.51,,2.3,290
261,해남,2002,-10.1,33.9,2899.7,65.16,,2.4,290
261,해남,2003,-14.1,31.8,2723.7,61.21,,2.3,290
261,해남,2004,-13.3,35.5,2474,55.48,,2.2,290
261,해남,2005,-12.1,34.7,2428.7,54.58,,2.6,290
261,해남,2006,-8.8,34.7,2278.2,51.19,,2.5,290
261,해남,2007,-7.4,33.2,1893.4,42.55,,2.5,290
261,해남,2008,-12.7,33.7,1981.3,44.42,,2.5,290
261,해남,2009,-13.9,32.5,2054.6,46.17,,2.5,290
261,해남,2010,-9.1,34.5,1811.8,40.71,,2.3,290
261,해남,2011,-11.3,34.3,1971.9,44.31,,2.2,290
261,해남,2012,-10.7,36,1983.2,44.47,,2.2,290
261,해남,2013,-12.1,36.9,2091.5,47,,2.1,290
261,해남,2014,-13,33.6,1994.5,44.82,,2.1,290
261,해남,2015,-7.4,34.1,2049.3,46.05,0,2,290
261,해남,2016,-9.8,37.1,2104.5,47.19,,2.2,290
261,해남,2017,-10.4,37.2,2374.1,53.35,,2,290
261,해남,2018,-14,36.6,2288.8,51.43,,2.1,290
261,해남,2019,-10,34.4,2305.9,51.81,,2,290
261,해남,2020,-10.7,34.2,2181.2,49.07,,,290
261,해남,2021,-17.1,34.8,2346.8,52.74,,2.1,90
261,해남,2022,-12.3,34,2427.8,54.55,,2,290
261,해남,2023,-13.8,36,2211.3,50.35,,1.9,290
261,해남,2024,-6.2,35,2258.8,50.65,0,2,230
262,고흥,1974,-9.5,33.9,2736.5,61.75,10646.17,1.5,230
262,고흥,1975,-8.6,35,2853.9,64.4,10807.18,1.6,70
262,고흥,1976,-10.1,33.3,2657,59.8,1800.21,1.5,50
262,고흥,1977,-12.7,36.4,2690,60.7,11003.82,1.4,70
262,고흥,1978,-10.2,36.2,2925.1,65.99,10679.38,1.4,230
262,고흥,1979,-8.1,34.7,2789.6,62.95,9927.18,1.3,230
262,고흥,1980,-11.8,32.8,2557.4,57.56,9819.98,1.3,50
262,고흥,1981,-10.1,36.1,2712.8,61.22,10080.29,1.2,270
262,고흥,1982,-9.8,34.9,2778.2,62.69,4164.97,1.2,230
262,고흥,1983,-9.9,38,2664.6,59.91,,1.3,250
262,고흥,1984,-10.5,36.6,2727.9,61.21,,1.2,230
262,고흥,1985,-14.4,35.6,2569.7,57.8,,1.3,230
262,고흥,1986,-10.1,34.4,2758.3,62.03,,1.2,270
262,고흥,1987,-10.6,33.9,2613.9,58.78,,1.3,250
262,고흥,1988,-10,35.2,2761.8,61.97,,1.2,250
262,고흥,1989,-8.8,33.7,2614.3,58.8,,1.3,250
262,고흥,1990,-12.2,37.2,2566.1,57.71,,1.3,250
262,고흥,1991,-12,34.4,2486.1,55.91,,1.2,230
262,고흥,1992,-8.3,34,2544.2,57.09,,1.3,140
262,고흥,1993,-10.4,31,1984.6,44.63,,1.4,340
262,고흥,1994,-10.4,38.5,2380.1,53.52,,1.3,270
262,고흥,1995,-9.1,35.5,2367.8,53.25,,1.4,270
262,고흥,1996,-10.1,34.7,2213.2,49.66,,1.8,340
262,고흥,1997,-12.3,34.5,2281.1,51.3,,1.5,320
262,고흥,1998,-8,31.6,2035.8,45.78,,1.6,320
262,고흥,1999,-8.6,31.1,2119.7,47.67,,1.9,320
262,고흥,2000,-9.4,33.2,1751.8,51.43,,1.9,320
262,고흥,2001,-11.1,33.2,3121.3,70.2,,1.4,290
262,고흥,2002,-6.8,34.5,2020.1,45.39,,1.2,290
262,고흥,2003,-10.5,31.3,1884.8,42.36,,1.2,290
262,고흥,2004,-9.8,35.7,2172.8,48.73,,1.8,320
262,고흥,2005,-10.6,33.5,2197.1,49.37,,1.9,320
262,고흥,2006,-9.1,35,2083.6,46.82,,1.7,320
262,고흥,2007,-6.5,34.2,2005.8,45.07,,1.8,320
262,고흥,2008,-10.1,34.8,2044.3,45.85,,1.9,320
262,고흥,2009,-10.4,32.8,2057.9,46.24,,1.9,320
262,고흥,2010,-9.8,34.7,1969.7,44.26,,1.9,340
262,고흥,2011,-9.6,35.7,2096.7,47.11,,2,340
262,고흥,2012,-11,36,2055.5,46.09,,2.1,340
262,고흥,2013,-10.8,36,2282.9,51.3,,2,340
262,고흥,2014,-9.6,33.4,2050.3,46.07,,1.8,340
262,고흥,2015,-7.4,34.2,2106.2,47.33,,1.7,340
262,고흥,2016,-9.3,36,2099.5,47.08,,1.4,340
262,고흥,2017,-10.6,36,2409.3,54.14,0,1.5,340
262,고흥,2018,-12.6,35.7,2306.5,51.82,,1.3,340
262,고흥,2019,-7.5,35.4,2187.3,49.15,,1.4,340
262,고흥,2020,-8.8,34.2,2201.3,49.36,,1.5,340
262,고흥,2021,-14.1,34.6,2314.2,52,,1.4,340
262,고흥,2022,-9.4,32.9,2353.7,52.89,,1.6,320
262,고흥,2023,-12.2,34.6,2161.2,48.57,,1.4,320
262,고흥,2024,-6.6,36.9,2169.3,48.64,4325.13,1.7,340
263,의령군,2010,-10.7,35.1,1066.8,45.81,2606.56,,270
263,의령군,2011,-17.1,33.6,2185.1,49.11,5299.57,1.5,20
263,의령군,2012,-14.5,35.7,2072.6,49.42,4940.23,1.4,20
263,의령군,2013,-14.7,35.4,2453.1,55.12,5654.84,1.4,90
263,의령군,2014,-12.8,35,2090.1,46.96,5136.87,1.2,270
263,의령군,2015,-12.4,34.8,2106.7,47.34,5250.4,1.2,270
263,의령군,2016,-13.9,37,2072.7,46.48,5219.25,1.1,270
263,의령군,2017,-12.2,37.6,2425.8,54.51,5728.53,1.3,270
263,의령군,2018,-14.4,38.7,2274.9,51.23,5444.09,1.2,90
263,의령군,2019,-10.2,36.1,2288.6,51.87,5467.74,1.2,340
263,의령군,2020,-11.3,36.5,2261.5,51.71,5370.72,1.4,340
263,의령군,2021,-16.3,38.3,2238.6,50.47,5560.67,,290
263,의령군,2022,-12.1,36.6,2413.2,54.23,5833.71,1.8,290
263,의령군,2023,-15.9,37.6,2146.7,49.33,5494.73,1.6,290
263,의령군,2024,-10.9,37.5,2192.2,49.16,5636.53,1.6,20
264,함양군,2010,-9.8,34.5,992.3,42.59,2526.23,,250
264,함양군,2011,-13.1,34.1,2137.4,48.01,5258.53,1.4,250
264,함양군,2012,-13,35.2,2096.2,46.99,5251.93,1.5,250
264,함양군,2013,-13.9,36.9,2274.4,51.1,5469.05,1.4,250
264,함양군,2014,-12.3,36.6,2097.8,47.13,5267.62,1.2,250
264,함양군,2015,-10.8,37.1,2052.8,46.11,5216.51,1.2,250
264,함양군,2016,-11.7,37.3,2060.9,46.19,5256.39,1.3,250
264,함양군,2017,-14,36.3,2304.2,52.27,5597.46,1.4,250
264,함양군,2018,-16,37.8,2280.5,51.23,5518.54,1.2,250
264,함양군,2019,-11,35.1,2272.3,51.04,5505.44,1.2,250
264,함양군,2020,-10.4,36.3,2176.8,49.24,5333.63,1.3,250
264,함양군,2021,-15.9,36.2,2092,47.15,5503.55,1.6,250
264,함양군,2022,-12.9,34.8,2313.7,51.97,5840.54,1.7,250
264,함양군,2023,-13.7,37.1,2106.1,47.78,5511.71,1.5,250
264,함양군,2024,-9.7,36.6,2080,46.62,5533.35,1.5,250
265,성산포,1974,-4.5,31.7,2395.2,54.07,9976.12,3.5,320
265,성산포,1975,-3.3,32.6,2401.2,54.21,8221.43,3.6,320
265,성산포,1976,-4.2,32.7,2252.3,50.71,8610.94,3.3,320
265,성산포,1977,-6.4,33.3,2332.7,52.66,9478.79,3.2,320
265,성산포,1978,-3.4,33,2652.3,59.87,11247.57,3.3,290
265,성산포,1979,-3.2,32.7,2377.7,53.68,10062.44,3.1,340
265,성산포,1980,-4.8,31.1,2179.1,49.07,8771.78,3.2,320
265,성산포,1981,-5.7,33.6,2366.1,53.41,9204.19,3.2,320
265,성산포,1982,-2.7,33.1,2218,50.07,3878.07,2.9,320
265,성산포,1983,-6.1,35.5,1963.6,44.17,,2.8,340
265,성산포,1984,-4.3,33.3,2141.3,48.07,,2.7,320
265,성산포,1985,-3.5,32.7,1861.8,41.88,,2.8,320
265,성산포,1986,-4.6,32.9,2099.5,47.23,,2.6,320
265,성산포,1987,-4.2,32.3,1985.4,44.66,,2.8,320
265,성산포,1988,-5.3,32.9,2250.2,50.63,,2.8,320
265,성산포,1989,-2.5,33.1,2096.6,47.17,,2.7,320
265,성산포,1990,-7,34.1,2125.1,47.8,,2.8,320
265,성산포,1991,-4.4,32.6,2324.9,52.3,,3.1,320
265,성산포,1992,-2.2,32.9,2429.1,54.7,,3.3,340
265,성산포,1993,-2.9,30.1,1599.9,35.99,,3.3,340
265,성산포,1994,-3.5,36.2,2057.2,46.28,,3.2,340
265,성산포,1995,-4.4,33.1,1967.4,44.26,,3.2,340
265,성산포,1996,-3.9,33.5,1954.9,43.88,,3.1,340
265,성산포,1997,-3.1,33.7,1961.4,44.13,,2.8,340
265,성산포,1998,-3.1,33.7,1825.1,41.05,,2.9,340
265,성산포,1999,-2.3,32.3,1676.4,37.71,,3.1,320
265,성산포,2000,-2.9,33.4,1636.3,47.43,,3.2,320
265,성산포,2001,-5.1,32.7,2131.5,47.95,,3.3,340
265,성산포,2002,-2.5,31.8,2059.6,46.3,,3.1,340
265,성산포,2003,-1.7,33.7,1955.9,43.97,,2.9,340
265,성산포,2004,-4.8,35,2266.5,50.84,,3.1,340
265,성산포,2005,-3.4,34.7,2183.8,49.09,,3.2,340
265,성산포,2006,-3.2,32.4,1820.8,40.93,,3.3,320
265,성산포,2007,.5,19.8,411.2,41.29,,,320
266,광양시,2011,-5,35,1915.9,50.47,4693.79,,290
266,광양시,2012,-9.6,34.9,2353.4,52.77,5457.16,2.2,290
266,광양시,2013,-9,38.6,2575.9,58.26,5726.21,2,290
266,광양시,2014,-6.5,36.7,2324.7,52.24,5423.31,2.1,290
266,광양시,2015,-7.8,37.1,2405.3,54.05,5448.63,2,290
266,광양시,2016,-9.9,37.8,2231.6,50.04,5361.28,1.9,290
266,광양시,2017,-7.6,37,2549.3,57.47,5807.64,1.9,290
266,광양시,2018,-11.3,37.6,2374.2,53.71,5489.75,1.9,290
266,광양시,2019,-5.6,34.8,2382.3,53.53,5533.94,1.8,290
266,광양시,2020,-7.3,35.7,2294.8,51.58,5428.99,1.7,290
266,광양시,2021,-11.8,36.5,2340.2,52.86,5543.5,1.7,290
266,광양시,2022,-7.4,33.9,2387.5,53.65,5712.06,2,290
266,광양시,2023,-12.9,36.1,2199.1,49.42,5332.4,1.8,290
266,광양시,2024,-7.3,36.7,2186.7,49.16,5434.22,1.8,290
268,진도군,2014,-5.5,33.2,1225,42.03,,,340
268,진도군,2015,-4.9,33.4,2069.3,46.5,,2.3,20
268,진도군,2016,-8.6,35.2,2047.2,45.9,,2.5,360
268,진도군,2017,-6.1,34.8,2138.5,48.52,,2.4,360
268,진도군,2018,-9.5,35.5,2202.7,49.5,,2.3,360
268,진도군,2019,-5.3,33.3,2155.7,48.44,,2.3,340
268,진도군,2020,-6.3,33,1946.1,43.64,,2.6,320
268,진도군,2021,-13.7,33.3,2065.9,46.43,,2.3,320
268,진도군,2022,-7.1,32.9,2138.5,48.52,,2.5,320
268,진도군,2023,-11.5,34.7,2018,45.35,,2.4,320
268,진도군,2024,-4.8,34.7,1984.1,44.49,,2.3,320
271,봉화,1988,-17,37.4,1941.8,46.66,,.9,200
271,봉화,1989,-15.6,32.7,2057.4,46.24,,1,360
271,봉화,1990,-22.3,35.5,1904.4,42.79,,.9,320
271,봉화,1991,-20.4,32.8,2189.8,49.21,,1,230
271,봉화,1992,-16.6,33.3,1957.2,43.89,,1.2,360
271,봉화,1993,-20.4,31.2,1927.8,43.32,,1.4,340
271,봉화,1994,-18.3,36.6,2243.9,50.43,,1.3,320
271,봉화,1995,-18.5,35.8,2246.8,50.5,,1.2,320
271,봉화,1996,-19.6,35.4,2272.9,50.97,,1.2,320
271,봉화,1997,-20.7,35.4,2291.6,51.5,,1.2,320
271,봉화,1998,-16.9,33.8,1864,41.89,,1.2,340
271,봉화,1999,-20.2,34.9,2412,54.21,,1.4,340
271,봉화,2000,-17.9,34,1771.5,51.69,,1.4,340
271,봉화,2001,-21.4,33.2,2737.4,61.52,,1.3,340
271,봉화,2002,-20.2,33.5,2533.3,56.89,,1.3,340
271,봉화,2003,-21,31.2,2303.5,51.72,,1.1,340
271,봉화,2004,-18.7,33.7,2564.6,57.46,,1.2,340
271,봉화,2005,-20.3,33.5,2591.9,58.21,,1.3,340
271,봉화,2006,-19.2,34.5,2351.4,52.81,,1.2,340
271,봉화,2007,-16.2,33.2,2107.5,47.33,,1.2,340
271,봉화,2008,-16.9,34.5,2131.6,47.76,,1.5,360
271,봉화,2009,-20.5,33.5,2087,46.87,,1.1,360
271,봉화,2010,-24.7,34.4,1918.6,43.09,,1.1,360
271,봉화,2011,-21.7,33.1,1961.4,44.05,,1.4,340
271,봉화,2012,-27.7,34.7,1995,44.97,,1.5,340
271,봉화,2013,-25,33.4,2083.2,46.78,,1.5,340
271,봉화,2014,-17.7,34,2031.6,45.63,,1.5,340
271,봉화,2015,-17.1,35.5,2132.9,47.9,,1.5,340
271,봉화,2016,-18.7,35,2188.5,49.04,,1.5,340
271,봉화,2017,-17.9,34.6,2238,50.49,,1.5,340
271,봉화,2018,-21.7,37.8,2253.6,50.62,,1.5,340
271,봉화,2019,-15.6,34.5,2160.1,48.93,,1.5,340
271,봉화,2020,-17.7,32.8,2076.4,46.53,,1.3,340
271,봉화,2021,-19.2,31.2,2064.6,46.61,,1.3,340
271,봉화,2022,-16,33.4,2189.7,49.18,,1.3,340
271,봉화,2023,-15.5,33.1,2205.5,49.53,,1.2,250
271,봉화,2024,-12.4,33.5,2130.6,47.89,,1.2,340
272,영주,1974,-21.6,33.6,2772,62.53,8373.34,1.9,320
272,영주,1975,-15.5,34.2,2675.6,60.36,8278.66,1.6,20
272,영주,1976,-18.8,33.4,2810.8,63.24,7095.72,1.9,20
272,영주,1977,-20.7,37.2,3081.5,69.51,8549.28,1.8,320
272,영주,1978,-14.1,37,3100,69.92,8324.42,1.7,340
272,영주,1979,-15.1,34.5,2903.1,65.48,7992.74,1.4,340
272,영주,1980,-18.4,33.1,2781.3,62.58,7493.18,1.4,320
272,영주,1981,-23.8,35.4,2920.8,65.88,2931.13,1.2,320
272,영주,1982,-18,35.6,2952.7,67.07,5302.9,1.4,320
272,영주,1983,-17.8,35.7,2800.5,62.94,,2,320
272,영주,1984,-19.4,35.8,2903,65.1,,2.1,320
272,영주,1985,-21.4,35.4,2629.4,59.09,,2,360
272,영주,1986,-18.8,34.7,2745.8,61.71,,2.1,320
272,영주,1987,-16.5,33,2728.8,61.33,,1.9,320
272,영주,1988,-16.2,36,2836.9,63.62,,2.1,320
272,영주,1989,-14.1,33.9,2651.1,59.57,,1.6,320
272,영주,1990,-20.4,35.6,2450.8,55.08,,1.7,320
272,영주,1991,-18.8,33.4,2699.9,60.68,,1.4,320
272,영주,1992,-13,34.3,2053.3,46.04,,2.4,290
272,영주,1993,-15.8,31.3,1984.2,44.59,,2.8,290
272,영주,1994,-15.6,36.9,2272.7,51.07,,2.8,290
272,영주,1995,-14.8,35,2248.3,50.53,,2.8,290
272,영주,1996,-15.2,35.8,2219.7,49.78,,2.7,290
272,영주,1997,-16.2,35.5,2357.3,52.98,,2.8,320
272,영주,1998,-14.2,33.8,1988.9,44.69,,2.3,290
272,영주,1999,-16.1,33.5,2235.1,50.23,,2.5,290
272,영주,2000,-14.5,35.6,1685.3,49.17,,2.5,290
272,영주,2001,-18.5,34.2,2790.6,62.72,,2.4,290
272,영주,2002,-14.8,33.7,2624.1,58.94,,2.3,290
272,영주,2003,-16.7,34.2,2454.9,55.13,,2,290
272,영주,2004,-16.7,37.2,2732.4,61.24,,2.3,290
272,영주,2005,-16.3,34.7,2600.6,58.4,,2.7,290
272,영주,2006,-13.8,35.3,2291.6,51.47,,2.3,320
272,영주,2007,-11.3,33.8,1924,43.21,,2.3,320
272,영주,2008,-14.1,34.9,2191.9,49.12,,2.7,320
272,영주,2009,-15.7,34.6,2118.3,47.57,,2.7,320
272,영주,2010,-19.2,34.9,1977.3,44.4,,2.6,320
272,영주,2011,-18.5,33.4,2040.5,45.83,,2.7,320
272,영주,2012,-19.9,37.5,2116.5,47.43,,2.7,320
272,영주,2013,-20.9,34.8,2200,49.41,,2.7,320
272,영주,2014,-14.4,35.2,2157.4,48.45,,2.5,320
272,영주,2015,-13.7,37.1,2278,51.16,,2.5,320
272,영주,2016,-16.9,35.5,2180.2,48.85,1,2.5,320
272,영주,2017,-15.4,36.4,2521.8,56.64,,2.7,320
272,영주,2018,-19,38,2513.6,56.45,,2.5,320
272,영주,2019,-13.5,36.2,2396,53.98,,2.4,320
272,영주,2020,-14.3,33.5,2211.4,49.56,,2.4,290
272,영주,2021,-17,34.4,2206.4,49.55,,2.3,320
272,영주,2022,-16.3,34.7,2331,52.35,,2.5,320
272,영주,2023,-17.7,34.8,2271.7,51.02,,2.2,320
272,영주,2024,-12.7,35.2,2271.5,51.07,,2.1,320
273,문경,1974,-20,35.3,2915.3,65.75,7157.77,1.4,270
273,문경,1975,-12.1,35,2769.2,62.46,7054.38,1.5,270
273,문경,1976,-15.5,34.2,2649.4,59.6,7042.13,1.5,270
273,문경,1977,-14.4,37.2,2732.8,61.64,7898.8,1.5,270
273,문경,1978,-12.1,36.5,2698.2,60.86,7801.25,1.5,270
273,문경,1979,-12.4,34.8,2601.2,58.67,6750.36,1.3,270
273,문경,1980,-13.8,33.2,2677.7,60.24,6239.31,1.5,270
273,문경,1981,-18,35.6,2782.1,62.75,243.39,1.5,270
273,문경,1982,-14.5,36.2,2799.6,63.14,,1.3,270
273,문경,1983,-14.9,37.1,2667.5,60.54,,1.4,250
273,문경,1984,-15.5,36.8,2751.4,61.69,,1.4,230
273,문경,1985,-17,35.6,2532.4,56.91,,1.3,270
273,문경,1986,-14.2,35.3,2609.9,58.65,,1.4,250
273,문경,1987,-12.8,34.6,2584.5,58.35,,1.3,250
273,문경,1988,-13.4,36.3,2580.8,57.87,,1.7,290
273,문경,1989,-13.1,32.7,2452.3,55.11,,1.5,290
273,문경,1990,-16.4,35.7,2209.7,49.65,,1.5,290
273,문경,1991,-15.1,32.1,1873.2,53.04,,1.5,290
273,문경,1992,-12.4,34.2,2182.6,51.77,,1.5,320
273,문경,1993,-13.6,31.4,2194.4,49.31,,1.8,320
273,문경,1994,-12.8,36.6,2470.9,55.52,,2,320
273,문경,1995,-13,35.1,2535,56.97,,1.9,320
273,문경,1996,-15.3,35,2433.2,54.56,,1.8,320
273,문경,1997,-13.6,35.1,2520.1,56.63,,1.5,320
273,문경,1998,-12.9,32.4,2070.2,46.52,,1.4,290
273,문경,1999,-13.8,34.5,2390.8,53.73,,1.6,270
273,문경,2000,-13,35.2,1836.9,53.59,,1.5,290
273,문경,2001,-17.4,35.2,3465.9,77.89,,1.5,290
273,문경,2002,-11.1,32.2,2070.6,46.5,,1.8,290
273,문경,2003,-16,32.4,1897.6,42.62,,1.6,360
273,문경,2004,-15.6,34.5,2223.1,49.82,,1.8,360
273,문경,2005,-15.6,34.5,2186.4,49.1,,1.9,360
273,문경,2006,-13.8,35,2084,46.8,,1.7,360
273,문경,2007,-10.8,34.4,1871.1,42.02,,1.6,360
273,문경,2008,-13,34.8,2057.3,46.1,,1.8,290
273,문경,2009,-15,33.3,2013.9,45.23,,1.8,290
