지점,지점명,일시,최저기온(°C),최고기온(°C),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위)
90,속초,1974,-12.6,33.8,2049.2,46.19,,3.3,270
90,속초,1975,-9.8,34.1,2065.6,46.55,,3.1,270
90,속초,1976,-14.7,33.3,2258.9,50.79,,3.4,270
90,속초,1977,-14.7,34.4,2271,51.19,,3.3,270
90,속초,1978,-13.9,34.7,2275.3,51.28,,3.3,270
90,속초,1979,-9.4,34.7,2078.3,46.85,,3.4,270
90,속초,1980,-13.6,32.8,2132.4,47.94,,3.5,290
90,속초,1981,-16.2,35.8,2203.4,49.67,,3.3,290
90,속초,1982,-12.3,32.6,2444.5,55.1,,3.1,270
90,속초,1983,-10.7,35.8,2280.1,51.23,,3.3,270
90,속초,1984,-12.9,35.6,2344.9,52.57,,3,270
90,속초,1985,-13.4,34.7,2245.9,50.46,,3,270
90,속초,1986,-14.4,32.9,2210.3,49.66,,3.1,270
90,속초,1987,-8.8,33.8,2403,53.98,,3.2,270
90,속초,1988,-10.8,33.2,2232.9,50.05,,3.4,270
90,속초,1989,-9.3,33.6,2063.9,46.37,,2.9,270
90,속초,1990,-13.8,33.2,1975.2,44.38,,3,290
90,속초,1991,-13.6,32.4,2201.6,49.46,,3,290
90,속초,1992,-8.6,35.7,1988.6,44.57,,2.9,290
90,속초,1993,-10.3,30.6,2059.5,46.27,,3,290
90,속초,1994,-11.9,35.3,2272.7,51.06,,2.8,290
90,속초,1995,-11.3,34.3,2251,50.57,,2.9,290
90,속초,1996,-14.3,34.6,1953.4,43.77,,2.8,320
90,속초,1997,-10.1,35.9,2094.4,47.05,,2.8,320
90,속초,1998,-13.1,32.1,1920,43.14,,2.9,320
90,속초,1999,-10.8,33.3,2119.3,47.61,,3,320
90,속초,2000,-10.9,33.7,2145.7,48.09,,2.7,290
90,속초,2001,-14.6,34.2,2055.6,46.17,,2.4,270
90,속초,2002,-11,36.6,2033.4,45.65,,2.3,270
90,속초,2003,-14.8,33.2,1771.1,39.77,,2.3,270
90,속초,2004,-15.6,37.1,2273.7,50.94,,2.6,270
90,속초,2005,-13.1,36,2236.1,50.2,,2.6,270
90,속초,2006,-11.9,33,1748.7,39.26,,2.5,270
90,속초,2007,-8.6,35.3,1892.3,42.49,,2.5,270
90,속초,2008,-10.9,34.7,2224.6,49.84,,2.4,290
90,속초,2009,-10,32.4,2185.2,49.06,,2.5,290
90,속초,2010,-11.6,35.1,2065.7,46.38,,2.4,290
90,속초,2011,-13.2,35.7,2043.2,45.88,,2.2,290
90,속초,2012,-14.3,34.7,2101,47.52,,2.3,250
90,속초,2013,-14.1,35.8,2439.3,54.76,,2.3,270
90,속초,2014,-10.8,34.6,2386,53.57,,2.2,270
90,속초,2015,-10.4,35.4,2413.6,55.43,,2.1,290
90,속초,2016,-16.4,35.9,2205.3,49.74,,1.9,290
90,속초,2017,-11.2,34.9,2497.9,56.08,,1.8,290
90,속초,2018,-16.2,38.7,2421.1,54.36,,1.9,290
90,속초,2019,-9,36.1,2543.1,57.11,,1.9,270
90,속초,2020,-11.3,35.1,2447.9,54.85,,2.1,270
90,속초,2021,-16.1,33.8,2478.1,55.77,,2,270
90,속초,2022,-12.5,35.5,2488.1,55.86,0,2,270
90,속초,2023,-16,36.6,2379.8,55.5,,1.9,270
90,속초,2024,-12.3,36.6,2270.9,51.35,3800.68,2.2,270
93,북춘천,2016,-12.1,29,475,50.02,845.97,,230
93,북춘천,2017,-19,37.5,2503.1,56.2,5163.39,1.3,230
93,북춘천,2018,-21.7,40.6,2542,57.06,4907.95,1.4,200
93,북춘천,2019,-15.1,36.5,2368.7,53.18,5264.83,1.2,200
93,북춘천,2020,-18.5,35.8,2281.7,51.12,5226.28,1.3,200
93,북춘천,2021,-22.5,36.6,2303.2,51.71,5354.64,1.2,200
93,북춘천,2022,-18.5,35.8,2383.2,53.66,5390.55,1.2,200
93,북춘천,2023,-21.7,35.2,2518.1,56.72,5320.11,1.1,200
93,북춘천,2024,-16.6,36.2,2522.6,56.51,5378.68,1.2,200
95,철원,1988,-17.6,36.9,2184.6,48.93,4643.19,1.2,180
95,철원,1989,-15.9,34.6,2083.1,46.79,4770.33,1.3,180
95,철원,1990,-25.8,34.1,1699.8,38.19,4025.23,2,200
95,철원,1991,-21.6,32.8,2113.1,47.46,4071.05,2.1,250
95,철원,1992,-19.4,33,1857.3,41.64,,1.9,230
95,철원,1993,-18.3,30.6,2019.3,45.36,,1.7,200
95,철원,1994,-21.5,35.4,2084.2,46.83,,1.8,200
95,철원,1995,-19.3,32.6,2042.1,45.88,,1.9,200
95,철원,1996,-19.1,33.5,2091.5,46.88,,1.8,230
95,철원,1997,-20.2,34.6,2306.8,51.82,,1.7,200
95,철원,1998,-19.3,33.7,2197.9,49.38,,1.8,230
95,철원,1999,-17.5,33.9,2210.6,49.66,,1.6,230
95,철원,2000,-18.5,33.6,2033.3,45.57,,1.3,230
95,철원,2001,-29.2,33.1,2189.8,49.18,,1.6,230
95,철원,2002,-24.4,34.4,2056.2,46.17,,1.9,230
95,철원,2003,-24.6,30.4,1909.1,42.87,,1.8,20
95,철원,2004,-20.4,33.4,2161.7,48.43,,2,200
95,철원,2005,-20.1,33.8,2114.9,47.48,,2.1,200
95,철원,2006,-19.3,33.9,1909.3,42.87,,2,230
95,철원,2007,-16.9,33.9,1928.1,43.3,,2,230
95,철원,2008,-19.1,35.1,2108.7,47.26,,1.8,200
95,철원,2009,-19.8,33.2,2075.4,46.6,,1.8,200
95,철원,2010,-26.8,32.9,1776.1,39.88,,1.8,200
95,철원,2011,-24.3,34.3,2059.4,46.25,,1.8,200
95,철원,2012,-24.6,34.3,2179.9,48.84,,1.8,230
95,철원,2013,-25.8,32.7,2364.4,53.08,,1.7,200
95,철원,2014,-20.3,35.3,2486.9,55.84,,1.7,200
95,철원,2015,-18.1,35.6,2625.1,58.95,,1.6,200
95,철원,2016,-20.6,34.3,2356.9,52.81,,1.5,200
95,철원,2017,-18.8,33.8,2379.7,53.57,,1.5,200
95,철원,2018,-25.2,38.4,2506.1,56.27,,1.7,200
95,철원,2019,-17.1,35.1,2754.5,61.99,5170.99,1.2,200
95,철원,2020,-18.8,34.9,2597.2,58.19,5098.45,1.3,200
95,철원,2021,-22.4,35.7,2669.6,59.94,5351.69,1.3,200
95,철원,2022,-20.4,34.5,2683,60.24,5386.3,1.3,20
95,철원,2023,-21.9,33.8,2499.2,56.3,5309.75,1.3,230
95,철원,2024,-16.9,35.8,2476.7,55.49,5348.47,1.3,230
98,동두천,1998,-17.8,33.2,1901.7,43.29,,1.4,50
98,동두천,1999,-15.3,35.4,2116.4,47.54,,1.6,50
98,동두천,2000,-17.2,34.5,2091.3,46.87,,1.9,360
98,동두천,2001,-26.2,35.5,2208.9,49.62,,1.8,360
98,동두천,2002,-20.4,35.6,2052.9,46.09,,1.5,360
98,동두천,2003,-19.7,33,1925,43.22,,1.1,360
98,동두천,2004,-19.6,35.6,2145.8,48.07,,1.7,360
98,동두천,2005,-18,34.8,2167.7,48.67,,1.8,20
98,동두천,2006,-17.5,34.8,1972.1,44.27,,1.6,360
98,동두천,2007,-13.8,34.3,1856.5,41.68,,1.6,180
98,동두천,2008,-15.2,35.2,2137.1,47.88,,1.6,20
98,동두천,2009,-15,34.1,2087.1,46.86,,1.7,250
98,동두천,2010,-19.5,33,1845.9,41.44,,1.7,20
98,동두천,2011,-19.1,35.2,2111.8,47.41,,1.4,360
98,동두천,2012,-19.7,36.4,2408.2,53.95,,1.7,360
98,동두천,2013,-20.7,34.3,2398.2,53.84,,1.7,20
98,동두천,2014,-15.6,36.3,2418,54.29,,1.6,20
98,동두천,2015,-14.3,35.7,2483.1,55.74,0,1.6,20
98,동두천,2016,-19.3,35.7,2412.1,54.04,,1.6,20
98,동두천,2017,-16.6,35.9,2446.4,54.92,,1.7,20
98,동두천,2018,-20.4,38.7,2590.3,58.15,,1.6,20
98,동두천,2019,-13.4,35.8,2563.3,57.55,,1.4,20
98,동두천,2020,-15.9,35.5,2440.3,54.67,,1.4,20
98,동두천,2021,-20.2,35.7,2417.4,54.27,768.57,1.3,20
98,동두천,2022,-16.8,35.4,2500.4,56.13,5205.65,1.2,250
98,동두천,2023,-20.3,34.3,2282.7,51.24,5096.78,1.1,20
98,동두천,2024,-15.7,35.2,2216.1,49.65,5113.84,1.1,20
99,파주,2002,-21.8,35,2098.9,47.12,,1.8,50
99,파주,2003,-21.6,32.4,1988.5,44.64,,1.6,50
99,파주,2004,-19.8,34.6,2165.5,48.51,,1.8,50
99,파주,2005,-20.1,34.4,2207.5,49.56,,1.8,50
99,파주,2006,-17.6,34.9,1992.2,44.73,,1.8,50
99,파주,2007,-15.6,33,1904.4,42.75,,1.8,50
99,파주,2008,-17.4,34.9,2193,49.13,,1.6,50
99,파주,2009,-17.9,33.3,2176.2,48.85,,1.6,50
99,파주,2010,-25.9,34.1,1914.8,42.98,,1.6,50
99,파주,2011,-23,34.1,2114.3,47.47,,1.5,50
99,파주,2012,-24.6,36.5,2484.2,55.65,,1.6,50
99,파주,2013,-24.5,34.9,2424.9,54.44,,1.6,200
99,파주,2014,-17,35.8,2524.9,56.68,,1.6,50
99,파주,2015,-16.4,35,2623,58.89,,1.6,50
99,파주,2016,-20,35,2555.7,57.25,,1.6,20
99,파주,2017,-18.8,34.9,2568.4,57.81,,1.4,50
99,파주,2018,-23.5,37.6,2592.8,58.38,,1.5,50
99,파주,2019,-16.1,34.7,2532.7,56.86,,1.3,90
99,파주,2020,-17.4,34.4,2417.7,54.16,,1.4,50
99,파주,2021,-21.7,35.1,2484.7,55.78,780.98,1.4,50
99,파주,2022,-18.8,34.2,2523.9,56.66,5319.47,1.3,50
99,파주,2023,-20.9,33.4,2233.1,50.13,5176.18,1.3,50
99,파주,2024,-15.1,35.4,2312.5,51.81,5314.82,1.3,70
100,대관령,1974,-28.9,29.1,2757.8,62.18,2968.32,2.7,290
100,대관령,1975,-22.6,29.8,2590.2,58.4,2271.51,2.4,270
100,대관령,1976,-23.5,27.9,2748.2,61.81,2380.94,2.7,270
100,대관령,1977,-25.1,32,2727.2,61.49,3894.09,2.6,270
100,대관령,1978,-27.6,31,2445.7,55.14,3948.06,3.1,290
100,대관령,1979,-21.3,29.2,2211,49.85,3379.57,3.6,290
100,대관령,1980,-25.6,29.4,2176.2,48.94,3428.53,3.7,290
100,대관령,1981,-26.5,30.1,2373.2,53.51,4359.18,3.5,290
100,대관령,1982,-23.9,29.2,2399.5,54.1,4964.23,3.3,270
100,대관령,1983,-24.6,31.1,2348.9,52.76,5207.58,3.5,270
100,대관령,1984,-25.8,31,2337.5,52.4,5250.85,3.1,290
100,대관령,1985,-22.2,28.9,2194.1,49.29,4253.7,3.5,320
100,대관령,1986,-24.4,29.3,2217.9,49.83,4007.06,4.1,320
100,대관령,1987,-20.7,28.3,2400.8,53.93,4965.64,5.3,270
100,대관령,1988,-20.5,28.6,2219,49.74,4617.12,4.9,270
100,대관령,1989,-20.6,28,1930.4,43.37,4123.39,4.4,250
100,대관령,1990,-22.2,29.2,2016,45.29,4494.93,4.8,290
100,대관령,1991,-22.2,26.5,2246.5,50.46,4506.17,4.7,270
100,대관령,1992,-19.5,28.4,2107.1,47.23,3965.71,4.7,270
100,대관령,1993,-23.4,25.3,2074.4,46.6,4295.27,4.5,270
100,대관령,1994,-20.4,31,2331.3,52.37,4657.77,4.6,250
100,대관령,1995,-19,29.3,2249.5,50.53,4555.44,4.8,270
100,대관령,1996,-20.1,29.5,2145.4,48.09,4450.72,4.2,270
100,대관령,1997,-20.6,29,2236.3,50.23,4423.88,4.6,270
100,대관령,1998,-21.5,27.3,1922,43.18,3719.92,4.2,270
100,대관령,1999,-20,30.1,2243.3,50.39,4321.3,4.4,270
100,대관령,2000,-20.2,30.3,2183.4,48.95,4336.01,4.3,270
100,대관령,2001,-25.6,31.3,2190,49.2,5159.1,4.7,270
100,대관령,2002,-19.2,30.6,2145.1,48.16,4946.77,4.6,270
100,대관령,2003,-22.6,29.2,1814,40.72,4340.59,3.9,270
100,대관령,2004,-24.3,31.3,2278.1,51.04,4937.35,4.3,270
100,대관령,2005,-21,32.3,2267.5,50.9,4913.33,4.5,250
100,대관령,2006,-23.5,30.6,1861.3,41.78,4687.08,3.6,250
100,대관령,2007,-20,30.2,1903.7,42.74,4976.09,3.4,270
100,대관령,2008,-26.2,30.1,2084.4,46.7,5240,3.3,270
100,대관령,2009,-18.6,29.9,2071.6,46.51,5173.58,3.4,270
100,대관령,2010,-24,30.1,1999.6,44.89,5134.83,3.6,270
100,대관령,2011,-23.8,28.3,2073,46.53,5060.21,3.4,270
100,대관령,2012,-23.5,30.7,2363.7,52.95,4927,3.4,270
100,대관령,2013,-26.8,30.1,2467.1,55.39,5055.32,3.8,270
100,대관령,2014,-19.8,30.6,2382.3,53.49,4896.93,3.2,270
100,대관령,2015,-19.8,30,2570.8,57.71,5091.41,3.3,270
100,대관령,2016,-23,32.4,2719.4,60.92,5111.95,3.4,270
100,대관령,2017,-21.1,31.1,2909,65.31,5245.9,3.5,270
100,대관령,2018,-24.4,32.9,2661,61.55,5013.13,3.5,270
100,대관령,2019,-20.1,30.2,2590.2,58.14,5408.38,2.9,270
100,대관령,2020,-24,31.6,2520.3,56.46,5488.78,3.1,270
100,대관령,2021,-24.3,30.6,2451,55.02,5390.17,3,270
100,대관령,2022,-21.8,30.3,2500.5,57.37,5582.71,3.1,270
100,대관령,2023,-25.2,31.8,2186.6,50.24,5544.15,3,270
100,대관령,2024,-21.9,31.3,2071.9,52.93,5159.4,2.8,270
101,춘천,1974,-21.5,34.6,2229.7,50.27,4621.37,1.8,230
101,춘천,1975,-16.7,34,2016.4,45.46,4504.97,1.7,340
101,춘천,1976,-19.9,34,2162,48.62,4325.15,1.9,340
101,춘천,1977,-20.5,35.5,2310.3,52.09,2614.67,1.7,230
101,춘천,1978,-17.5,36.5,2253,50.8,1485.88,1.4,230
101,춘천,1979,-20,34.5,2310.7,52.1,3205.48,1.5,230
101,춘천,1980,-20.5,33.2,2308.2,51.91,3611,1.5,230
101,춘천,1981,-23.8,35.3,2180.7,49.17,3597.84,1.4,230
101,춘천,1982,-17.8,35.5,2343.7,52.85,4878.56,1.4,360
101,춘천,1983,-17,35.5,2306.1,51.81,4807.35,1.5,360
101,춘천,1984,-23.2,35,2401.6,53.84,4895.12,1.3,180
101,춘천,1985,-22.6,36,2166.6,48.67,4400.61,1.3,230
101,춘천,1986,-25.6,34.3,2297.3,51.61,4105.21,1.3,180
101,춘천,1987,-20.2,33.5,2290.1,51.45,3157.36,1.5,200
101,춘천,1988,-18.6,36.3,2346.6,52.61,4712.46,1.6,50
101,춘천,1989,-15.3,35.1,2124.3,47.72,4351.87,1.5,340
101,춘천,1990,-21.4,35.6,1764.9,39.65,3526.95,1.5,340
101,춘천,1991,-19.1,34.1,2377.4,53.41,4823.61,1.3,200
101,춘천,1992,-16,33.4,2084.4,46.73,4567.93,1.2,360
101,춘천,1993,-16.8,32.9,2083.2,46.8,4615.36,1.2,230
101,춘천,1994,-17.7,36.5,2245.8,50.45,4618.29,1.1,230
101,춘천,1995,-16.7,34.1,2100.9,47.2,4377.64,1.1,230
101,춘천,1996,-17.5,35.2,2077.4,46.58,4684.81,1.2,230
101,춘천,1997,-16.8,35.4,2313.1,51.97,4626.45,1.3,230
101,춘천,1998,-16.6,33,2074.2,46.6,4290.18,1.3,360
101,춘천,1999,-16.6,36.2,2304.5,51.77,4535.81,1.4,360
101,춘천,2000,-16.4,36,2011.9,45.09,4800.06,1,200
101,춘천,2001,-24.5,36,2106.5,47.32,4599.59,1.3,340
101,춘천,2002,-20.7,35.7,2007,45.05,4512.18,1.3,340
101,춘천,2003,-19.7,33.3,1849.9,41.53,4534.76,1.2,360
101,춘천,2004,-17.5,36,2086.6,46.75,4956.1,1.3,250
101,춘천,2005,-17.4,35.6,2099.8,47.14,5111.74,1.4,250
101,춘천,2006,-16.6,35.5,1899.5,42.64,4980.74,1.3,340
101,춘천,2007,-13.9,34.8,1817.4,40.8,4726.09,.9,360
101,춘천,2008,-16.2,35.1,2036,45.61,5072.22,1,360
101,춘천,2009,-16.8,34.1,2083.9,46.78,5113.72,1.1,360
101,춘천,2010,-21.3,33.9,1844.3,41.4,4772.27,1,340
101,춘천,2011,-22.5,34.2,1971.1,44.25,4864.51,1.1,360
101,춘천,2012,-23.1,36.8,2082.2,46.64,5162.29,1.3,360
101,춘천,2013,-23.1,33.6,2103.5,47.22,4911.82,1.3,360
101,춘천,2014,-20.1,35.1,2301.5,51.66,4680.81,1.4,360
101,춘천,2015,-15.7,35.9,2404.6,53.99,4773.3,1.4,360
101,춘천,2016,-20.1,35.7,2321.5,52.01,4713.56,1.3,360
101,춘천,2017,-17.6,36.3,2387.3,53.6,4971.68,1.4,360
101,춘천,2018,-21.6,39.5,2480.3,55.68,5056.5,1.5,360
101,춘천,2019,-14.1,36.3,2348.8,52.73,4627.92,1.3,340
101,춘천,2020,-17.2,36.4,2284.5,51.18,4967.08,1.4,340
101,춘천,2021,-21.9,36.6,2303.4,51.71,5060.94,1.4,340
101,춘천,2022,-17.1,35.3,2386,53.56,5125.98,1.4,340
101,춘천,2023,-20.1,34.9,2178.6,48.91,5165.49,1.5,320
101,춘천,2024,-16.1,35.5,2150.4,48.48,5193.95,1.4,290
102,백령도,2000,-7.4,30.9,833.8,47.76,,,320
102,백령도,2001,-13.6,32.8,2224.9,49.97,,4.7,320
102,백령도,2002,-8.7,33.5,2164.9,48.6,,5.4,320
102,백령도,2003,-12.5,29.2,2034,45.67,,4.9,290
102,백령도,2004,-17.4,32.3,2089.6,46.82,,5.3,270
102,백령도,2005,-11.3,31.5,2048.3,45.99,,5.4,270
102,백령도,2006,-15.3,32.1,2033.4,45.65,,5.2,270
102,백령도,2007,-7.7,30.2,2000.6,44.91,,5,270
102,백령도,2008,-9.1,30.8,2110.6,47.28,,4.4,290
102,백령도,2009,-10.1,30.2,2190.9,49.19,,4.5,290
102,백령도,2010,-11.1,29.9,1941.4,43.59,,4.5,290
102,백령도,2011,-13.3,28.9,1947.7,43.72,,4.3,320
102,백령도,2012,-12.8,31.3,2110.3,47.27,,4.6,290
102,백령도,2013,-12.9,30.3,2483.4,55.75,,4.5,290
102,백령도,2014,-7.9,33.2,2491.9,55.95,,4.2,290
102,백령도,2015,-11.5,30.2,2490.9,55.92,,4.1,290
102,백령도,2016,-14.2,31.5,2266.4,50.77,,3.8,290
102,백령도,2017,-7.4,31.8,2459.2,55.21,,4,290
102,백령도,2018,-13.7,32.8,2219,51.29,4026.66,3.9,320
102,백령도,2019,-9.3,31.2,2386.5,53.58,5643.82,4,340
102,백령도,2020,-10,30.5,2178.2,48.79,5397.46,4.2,340
102,백령도,2021,-11.9,31.7,2229.3,50.05,5425.09,4,340
102,백령도,2022,-8.4,32,2215.4,49.74,5520.39,4.3,340
102,백령도,2023,-13,30.7,2213.8,49.7,5551.32,4.1,340
102,백령도,2024,-10.2,31.2,2307.1,51.68,5662.81,3.9,340
104,북강릉,2008,-11.8,33.7,957.4,53.14,1997.13,,160
104,북강릉,2009,-11.6,32.9,2215,49.72,5065.24,2.2,160
104,북강릉,2010,-12.7,36.3,2135.5,47.94,4942.26,2.1,140
104,북강릉,2011,-16.2,34.8,2112.1,47.42,4755.59,2.1,140
104,북강릉,2012,-15.2,35.6,2345.6,52.54,4658.93,2.1,180
104,북강릉,2013,-14.2,36,2490.3,55.91,4864.22,2.1,180
104,북강릉,2014,-13.2,35.5,2308.9,51.83,4663.63,2,180
104,북강릉,2015,-11.8,36.1,2418.5,55.18,4984.39,1.9,180
104,북강릉,2016,-15.2,34.9,2231.4,49.99,4676.96,1.7,160
104,북강릉,2017,-10.7,33.9,2505.8,56.26,5131.56,1.8,160
104,북강릉,2018,-15.9,37.1,2461.6,55.26,5094.16,1.8,160
104,북강릉,2019,-7.6,34.5,2458.2,55.18,5053.56,1.7,160
104,북강릉,2020,-11.7,35.2,2422.5,54.27,5063.71,1.7,270
104,북강릉,2021,-16.9,34.1,2409.4,54.09,5172.85,1.5,140
104,북강릉,2022,-11.4,35.2,2456.9,55.15,5293.95,1.4,180
104,북강릉,2023,-15.2,35.6,2438.7,55.07,5301.27,1.4,180
104,북강릉,2024,-12.4,36.5,2366.3,53.01,5133.17,1.2,320
105,강릉,1974,-12.7,34.4,2182.4,49.21,3453.1,2.8,200
105,강릉,1975,-9.6,36.3,2019.1,45.52,2456.69,2.6,230
105,강릉,1976,-15.3,33.5,2072.3,46.61,2695.62,2.9,200
105,강릉,1977,-14,37.9,2210.1,49.85,2704.01,2.7,200
105,강릉,1978,-13.6,37.1,2186,49.29,2745.49,2.8,230
105,강릉,1979,-10,35,1993.8,44.95,2703.94,2.6,230
105,강릉,1980,-13.6,34.7,1956.4,44,2637.76,2.7,230
105,강릉,1981,-15.7,36.4,2209.6,49.82,4750.64,2.6,250
105,강릉,1982,-11.6,34.7,2217.3,50,4274.52,2.4,230
105,강릉,1983,-11,37.6,2118.1,47.59,4042.43,2.6,230
105,강릉,1984,-13.9,36.7,2135.3,47.87,4850.7,2.3,250
105,강릉,1985,-13.5,36,2015.9,45.29,4680.86,2.4,250
105,강릉,1986,-15.2,35.8,2073.5,46.58,4656.62,2.3,250
105,강릉,1987,-8.9,36.9,2246.4,50.47,4707.7,2.5,250
105,강릉,1988,-11.8,34.7,2113,47.37,3711.85,2.7,250
105,강릉,1989,-9.5,36.7,1892.8,42.52,4522.05,2.3,250
105,강릉,1990,-12.9,35.4,1959,44.01,4127.69,2.3,270
105,강릉,1991,-13.3,35.2,2099.5,47.16,4640.2,2.3,270
105,강릉,1992,-7.6,37.4,2073.6,46.49,4344.7,2.3,270
105,강릉,1993,-9,31.8,2019.4,45.36,4428.58,2.3,270
105,강릉,1994,-9.6,39.3,2349.3,52.78,4968.14,2.3,250
105,강릉,1995,-10,36.5,2247.6,50.49,4751.97,2.4,250
105,강릉,1996,-12,35.7,2176.5,48.79,4516.73,2.1,230
105,강릉,1997,-10.1,36.2,2398.9,53.89,4690.73,2.2,230
105,강릉,1998,-13.1,34.1,2029.3,45.59,4148.09,2.9,230
105,강릉,1999,-9.6,35,2291.8,51.48,4500.24,3.1,270
105,강릉,2000,-9.4,36.6,2023.7,45.37,3979.1,2.8,230
105,강릉,2001,-14.7,36.1,2080.3,46.72,4579.96,2.9,250
105,강릉,2002,-10.3,35.5,2119.2,47.58,4696.17,2.8,250
105,강릉,2003,-13.9,33.6,1800.5,40.43,4501.16,2.6,250
105,강릉,2004,-15.6,36.2,2295.9,51.44,5144.31,3,250
105,강릉,2005,-12.5,36.5,2310,51.86,5159.22,3,250
105,강릉,2006,-9.5,35.2,1897,42.59,4626.52,2.8,250
105,강릉,2007,-6,35.9,1849,41.51,4588.51,2.9,250
105,강릉,2008,-10,36.8,2138.2,47.9,5028.26,3,250
105,강릉,2009,-9.6,34.1,2059.3,46.23,4949.92,2.7,250
105,강릉,2010,-11.5,37.1,1948.4,43.74,4802.36,2.5,250
105,강릉,2011,-13.5,35.2,1944.7,43.66,4717.15,2.4,270
105,강릉,2012,-14.2,35.6,2218.5,49.7,4973.14,2.4,250
105,강릉,2013,-13,36.1,2438.7,54.75,4921.34,2.5,320
105,강릉,2014,-10,36.1,2198.3,49.35,4347.38,2.3,320
105,강릉,2015,-9.7,36.8,2453,55.07,5317.02,2.3,320
105,강릉,2016,-14.7,35.5,2409.4,53.98,5194.09,2.3,290
105,강릉,2017,-9.6,37.1,2636,59.18,5512.84,2.5,320
105,강릉,2018,-14.2,38.2,2570.1,57.7,5477.49,2.4,250
105,강릉,2019,-6.2,36.4,2559.8,57.46,5459.75,2.4,230
105,강릉,2020,-10.3,36.5,2248.3,50.36,5151.77,2.4,230
105,강릉,2021,-15.1,36.5,2172.3,48.91,5180.95,2.2,230
105,강릉,2022,-11.3,37.7,2315.2,52.14,5216.8,2.3,230
105,강릉,2023,-14,38.4,2341.4,52.56,5011.09,2.3,270
105,강릉,2024,-11.3,37.6,2261.3,50.66,4897.47,2.1,250
106,동해,1992,-7,34.8,949.5,43.57,,,250
106,동해,1993,-9.3,30.7,2060.5,46.29,,2.4,230
106,동해,1994,-9.4,35.8,2316.1,52.04,,2.6,200
106,동해,1995,-9.5,35.7,2157.8,48.49,,2.8,230
106,동해,1996,-12.7,34.9,2085,46.75,,2.1,230
106,동해,1997,-10.2,34.2,2205.1,49.54,,2.5,230
106,동해,1998,-12.5,33.3,1960.3,44.04,,2.4,230
106,동해,1999,-9.3,32.5,2238.9,50.31,,2.4,250
106,동해,2000,-9.8,35.1,2192.3,49.15,,2.9,230
106,동해,2001,-14,35.2,2173.4,48.83,,2.9,230
106,동해,2002,-9.5,34.4,2228.5,50.04,,2.9,230
106,동해,2003,-13.6,32.7,1869.2,41.97,,2.6,230
106,동해,2004,-13.7,36,2374.3,53.19,,2.5,230
106,동해,2005,-12.1,35.9,2357.1,52.92,,2.7,230
106,동해,2006,-10.7,33.3,1998.1,44.87,,2.9,230
106,동해,2007,-6.3,35,1965.2,44.13,,2.8,230
106,동해,2008,-9,37.1,2171.1,48.64,,2.6,200
106,동해,2009,-10.5,35,2200.5,49.41,,2.8,230
106,동해,2010,-11.1,37,2128.3,47.79,,2.5,230
106,동해,2011,-12.9,34.1,2111.6,47.42,,2.6,200
106,동해,2012,-13.7,34,2425.4,54.34,,2.6,230
106,동해,2013,-12.7,36.1,2479.8,55.68,,2.6,230
106,동해,2014,-9,34.3,2230.5,50.09,,2.6,200
106,동해,2015,-8.8,36.6,2265.4,50.87,0,2.5,200
106,동해,2016,-12,34.5,2238.5,50.15,,2,230
106,동해,2017,-7.5,33.8,2502.3,56.18,,2.1,200
106,동해,2018,-12.4,35.8,2416.4,54.26,,2.1,230
106,동해,2019,-6,33.5,2400.6,54.24,,2,250
106,동해,2020,-9.2,32.9,2387,53.6,,2.1,250
106,동해,2021,-12.6,32.2,2383.1,53.5,,2,250
106,동해,2022,-8.7,34.1,2402.5,53.95,0,2,250
106,동해,2023,-12.4,35.7,2457.7,55.19,,1.9,250
106,동해,2024,-9.6,38.5,2154.1,49.67,3831.11,2.2,230
108,서울,1974,-15.5,33.9,1974.9,44.53,4116.69,2.5,70
108,서울,1975,-11.8,35.3,2062.8,46.52,4098.54,2.3,70
108,서울,1976,-18.5,34.8,2091.1,47.03,4314.56,2.4,70
108,서울,1977,-16.8,35,2209.6,49.6,4337,2.3,70
108,서울,1978,-16,36.1,2043.8,45.91,4250.9,2.3,270
108,서울,1979,-13,32.6,1899.2,42.63,4406.65,2.5,270
108,서울,1980,-16.2,31.7,1915.6,42.88,4452.63,2.6,50
108,서울,1981,-16.5,35.2,2236.5,50.2,3861.5,2.6,270
108,서울,1982,-14.1,35.5,2397.7,53.81,3604.57,2.5,50
108,서울,1983,-13.9,34.3,2208.3,49.61,3896.56,2.5,270
108,서울,1984,-15.1,35.2,2337.1,52.4,4342.45,2.5,270
108,서울,1985,-16.7,35.4,2119,47.6,4550.85,2.5,270
108,서울,1986,-19.2,32.8,2215.7,49.78,4749.82,2.4,270
108,서울,1987,-15.1,31.6,2158.8,48.5,4658,2.5,270
108,서울,1988,-12.9,36.6,2374.3,53.23,4211.32,2.5,270
108,서울,1989,-11.2,35.3,2184.7,49.08,4181.42,2.4,270
108,서울,1990,-17.1,35.5,1862.5,41.85,3259.76,2.4,50
108,서울,1991,-15,34.7,2289.8,51.44,4096.13,2.3,270
108,서울,1992,-9.7,32.8,2117.5,47.48,3999.33,2.2,50
108,서울,1993,-11.2,31.9,2089.6,46.94,3998.87,2.4,270
108,서울,1994,-12.6,38.4,2327.4,52.29,4314.28,2.3,320
